12.0000000000	 -0.1046798778	 -0.2118756643 0.0012579543 
12.2000000000	 -0.1046661386	 -0.2118507244 0.0012592236 
12.4000000000	 -0.1046552745	 -0.2118245172 0.0012569841 
12.6000000000	 -0.1046484191	 -0.2118020748 0.0012526182 
12.8000000000	 -0.1046456593	 -0.2117863151 0.0012474983 
13.0000000000	 -0.1046463187	 -0.2117781290 0.0012427458 
13.2000000000	 -0.1046492990	 -0.2117768025 0.0012391022 
13.4000000000	 -0.1046533983	 -0.2117806047 0.0012369041 
13.6000000000	 -0.1046575573	 -0.2117873872 0.0012361363 
13.8000000000	 -0.1046610095	 -0.2117950871 0.0012365340 
14.0000000000	 -0.1046633354	 -0.2118020695 0.0012376993 
14.2000000000	 -0.1046644387	 -0.2118072966 0.0012392096 
14.4000000000	 -0.1046644708	 -0.2118103405 0.0012406994 
14.6000000000	 -0.1046637329	 -0.2118112851 0.0012419096 
14.8000000000	 -0.1046625785	 -0.2118105643 0.0012427037 
15.0000000000	 -0.1046613350	 -0.2118087842 0.0012430571 
15.2000000000	 -0.1046602519	 -0.2118065656 0.0012430309 
15.4000000000	 -0.1046594784	 -0.2118044295 0.0012427363 
15.6000000000	 -0.1046590653	 -0.2118027328 0.0012423011 
15.8000000000	 -0.1046589836	 -0.2118016517 0.0012418423 
16.0000000000	 -0.1046591532	 -0.2118012023 0.0012414479 
16.2000000000	 -0.1046594715	 -0.2118012833 0.0012411702 
16.4000000000	 -0.1046598385	 -0.2118017283 0.0012410257 
16.6000000000	 -0.1046601742	 -0.2118023536 0.0012410027 
16.8000000000	 -0.1046604270	 -0.2118029961 0.0012410711 
17.0000000000	 -0.1046605752	 -0.2118035364 0.0012411931 
17.2000000000	 -0.1046606219	 -0.2118039076 0.0012413318 
17.4000000000	 -0.1046605880	 -0.2118040920 0.0012414580 
17.6000000000	 -0.1046605025	 -0.2118041104 0.0012415527 
17.8000000000	 -0.1046603957	 -0.2118040071 0.0012416079 
18.0000000000	 -0.1046602929	 -0.2118038354 0.0012416248 
18.2000000000	 -0.1046602115	 -0.2118036455 0.0012416113 
18.4000000000	 -0.1046601600	 -0.2118034765 0.0012415783 
18.6000000000	 -0.1046601391	 -0.2118033525 0.0012415371 
18.8000000000	 -0.1046601439	 -0.2118032826 0.0012414974 
19.0000000000	 -0.1046601661	 -0.2118032638 0.0012414658 
19.2000000000	 -0.1046601967	 -0.2118032848 0.0012414457 
19.4000000000	 -0.1046602278	 -0.2118033304 0.0012414374 
19.6000000000	 -0.1046602536	 -0.2118033855 0.0012414391 
19.8000000000	 -0.1046602711	 -0.2118034375 0.0012414476 
20.0000000000	 -0.1046602794	 -0.2118034780 0.0012414596 
20.2000000000	 -0.1046602797	 -0.2118035032 0.0012414719 
20.4000000000	 -0.1046602742	 -0.2118035128 0.0012414822 
20.6000000000	 -0.1046602656	 -0.2118035098 0.0012414893 
20.8000000000	 -0.1046602563	 -0.2118034982 0.0012414928 
21.0000000000	 -0.1046602482	 -0.2118034825 0.0012414931 
21.2000000000	 -0.1046602424	 -0.2118034668 0.0012414910 
21.4000000000	 -0.1046602393	 -0.2118034538 0.0012414876 
21.6000000000	 -0.1046602387	 -0.2118034451 0.0012414839 
21.8000000000	 -0.1046602399	 -0.2118034410 0.0012414806 
22.0000000000	 -0.1046602423	 -0.2118034409 0.0012414781 
22.2000000000	 -0.1046602450	 -0.2118034437 0.0012414768 
22.4000000000	 -0.1046602476	 -0.2118034480 0.0012414764 
22.6000000000	 -0.1046602495	 -0.2118034527 0.0012414769 
22.8000000000	 -0.1046602506	 -0.2118034567 0.0012414778 
23.0000000000	 -0.1046602509	 -0.2118034597 0.0012414789 
23.2000000000	 -0.1046602507	 -0.2118034613 0.0012414800 
23.4000000000	 -0.1046602500	 -0.2118034616 0.0012414808 
23.6000000000	 -0.1046602492	 -0.2118034610 0.0012414813 
23.8000000000	 -0.1046602485	 -0.2118034599 0.0012414815 
24.0000000000	 -0.1046602479	 -0.2118034585 0.0012414814 
24.2000000000	 -0.1046602475	 -0.2118034572 0.0012414812 
24.4000000000	 -0.1046602473	 -0.2118034563 0.0012414808 
24.6000000000	 -0.1046602473	 -0.2118034557 0.0012414805 
